content	label
Hi, is there a moderately priced international cuisine restaurant in Cambridge?	not
I'm looking for a cheap place to stay that offers free parking for guests.	not
Hi, are there any modern global restaurants in the centre?	area
I'm looking for a guesthouse style place to stay. It needs to have free parking.	not
i need a moderately priced hotel in south cambridge.	area
Can you find me a guesthouse that includes wi-fi?	not
I've got a craving for some pasta. Can you find me a good Italian restaurant on the west side of the city?	area
I'm looking for a hotel in the North with free wifi.	area
What can you dig up about the pizza express Fen Ditton?	not
I'd like to find the Lensfield Hotel.	not
Can you find me an expensive hotel?	not
I want afghan food in the centre of town.	area
I want to find a cheap restaurant in the north part of town. What is the phone number?	area
I am looking for international food anywhere in town.	area
I'm looking for a place to eat that is japanese that is in the mid price range please.	not
Hello, I am looking for a Lebanese restaurant in the centre of town.	area
i need to find a place to stay in the east side	area
What have you got on the west side, in the way of places to stay offering free wifi?	area
I am looking for Italian food in the north part of town.	area
I am trying to find the Acorn Guest House.	not
Hello! I'm looking for a place to stay with free parking and zero stars.	not
I would like an expensive restaurant in the south part of town	area
Hi I need a cheap hotel in the three star range, please.	not
I'm looking for a particular hotel called "rosa's bed and breakfast".	not
I want a restaurant in the north part of town and serves austrian food.	area
I need to find a place to stay. I want a hotel with free parking and free wifi.	not
I would like to find a moderately priced restaurant in the west part of town.	area
Hello, can you recommend a cheap hotel with free parking, please?	not
I'm looking an expensive restaurant in the center.	area
Yes, I am looking for information for a restaurant of moderate price serving catalan food.	not
Howdy, I'm looking for a place to stay. I don't care about internet.	not
I want to find a 4 star hotel with a moderate price.	not
I'm looking for a moderately priced restaurant in the centre of town.	area
I am looking for a restaurant in the centre that serves african food.	not
I am looking for information for Warkworth House.	not
I want to know about 4 star hotels that include free parking for guests.	not
A moderately priced restaurant in the south, please.	area
l am looking for a restaurant. The restaurant should serve gastropub food and should be in the center.	area
I am looking for an expensive restaurant in the south part of town.	area
Hello, I am looking for a guesthouse to stay in and I would like it to have free parking.	not
I would like a restaurant in the centre of town that serves thai food	area
I am looking for a place to eat. I want to eat modern european food in the expensive price range please.	not
Are there any Indian restaurants there?	not
Do you know of any moderately priced restaurants in the north part of town? I'll need the address and phone number.	area
Can you give me some suggestions on restaurants? I'm interested in a cheap Mediterranean restaurant.	not
I am looking for a restaurant in the north part of town serving persian food.	area
Yes, I would be interested in the British food fare that is available. Just a nice local restaurant with good expensive food would be nice. Thank you.	not
I am looking for a cheap place to eat in the east part of town.	area
Hello, can you recommend local restaurants?	not
Hello, I need some assistance with finding a nice Italian restaurant in centre of Cambridge.	area
Hello, I am looking for a restaurant that serves Mexican food.	not
Are there any expensive Portuguese restaurants in Cambridge?	not
I am looking for a guesthouse type room that includes free wifi.	not
Don't care about price, just looking for thai food.	not
Hello are you familiar with Rosa's bed and breakfast? I've been looking for this hotel for forever!	not
I'm looking for info on a restaurant called La Tasca.	not
I need lodgings, and I'd like to stay in an expensive guesthouse.	not
I would like a cheap restaurant that serves greek food	not
Hello, I am looking for an expensive restaurant on the south side of town.	area
I need information on a hotel named,"rosa's bed and breakfast".	not
I want to find a cheap restaurant in the east part of town.	area
I am looking for an expensive French restaurant.	not
Hi, Have you heard of the J Restaurant? I'd like some information about it.	not
I'd like to find an east side restaurant that is expensive.	area
I am looking for a restaurant in the moderate price range and in the north part of town.	area
I'm trying to find a hotel called Worth House. Can you help me?	not
What can you tell me about the hotel el shaddai?	not
I need a hotel and I need free wifi and parking.	not
I need a place to stay in the East. I don't need to have access to the Internet.	area
I am looking for a place to stay with a guesthouse set up and free parking.	not
I'm looking for a restaurant in the centre, please.	area
I'm looking for a Korean restaurant that's expensive.	not
I want a place to stay in the east.	area
Can you find me a guesthouse with free parking?	not
I'd like to find an expensive restaurant in the centre of town.	area
I'm looking for a cheap guesthouse.	not
Hello. I'm trying to plan my trip to Cambridge and need to find a hotel with free parking.	not
Are there any moderately priced places to eat with British styled food?	not
I'm looking for a restaurant that serves international food.	not
I am looking for a restaurant. The restaurant should serve asian oriental food and should be in the centre	area
I am looking for Japanese food in the south part of town.	area
I'm looking for a place to stay. I need to find free parking and I only want to stay in a hotel and not any thing else other than that.	not
I am interested at eating at an expensive place in the west part of town.	area
I need a hotel the next town over.	not
I need a place to stay and I would like a guesthouse.	not
I need a nice place to stay, do you have those?	not
Hi, I'm looking for a particular restaurant named Bedouin. Can you help?	not
I'm looking for a cheap restaurant in the west.	area
I need a place in the north with free wifi, please.	area
Are there any Lebanese restaurants in the city?	not
Can you help me find a resturant?	not
I am looking for a place serving expensive indian food	not
Can you help me find a place to stay? I am looking for an expensive hotel, but it doesn't need free parking.	not
I am looking for an expensive chinese restaurant to eat at.	not
I'm looking for a place, I think it's called the Arbury Guesthouse and Lodge. Can you help me?	not
Can you recommend a restaurant to me in the South part of town? I don't want to spend a lot of money.	area
I want to find a moderately priced restaurant that serves british food. What is the address and phone number?	not
Hi, what can you tell me about a restaurant called hakka?	not
I'm visiting Cambridge as a tourist! I'm looking for an expensive place to stay that includes free parking!	not
I'd like to find out more about the bloomsbury restaurant	not
I am looking for a restaurant that is in the moderate price range and in the west part of town.	area
I need a cheap hotel.	not
I need the address of an expensive restaurant in the east part of town.	area
Could you help me find a moderately priced 4 star hotel?	not
I would like a hotel with free wifi located in the centre.	area
I am looking for a cheap place to have a meal.	not
Hello, I'm looking for a place to eat - moderately priced in the centre area.	area
Can you give me info on four start places, It doesn;t matter if they have free wifi or not.	not
Can you help me find a guesthouse that includes free wifi?	not
Hi! Can you give me some information on the Bangkok City restaurant?	not
Have you ever heard of a hotel called the Ashley Hotel?	not
I want to find an expensive 4 star hotel.	not
I am looking for a restaurant in the south part of town in the expensive price range. Can you help me find one?	area
I am looking for a restaurant in Cambridge that serves south indian food.	not
I am looking for a restaurant that sell seafood,will prefer one in the center of the city.	area
I'm wanting to find a restaurant. The location I want is the west and I want something in the moderate price range. Can you help me?	area
I'm looking for a place to stay that has free parking.	not
I am looking for a cheap room, free parking.	not
I am looking for a moderate priced restaurant in the south part of town. Could you recommend me three restaurants?	area
I am looking for an Italian restaurant in the centre of town.	area
Yes, can you lookup the chiquito restaurant bar for me.	not
Yes, I am looking for a restaurant in the area. It should serve Spanish food, and it should also be in the more expensive price range. Can you possibly help me?	not
I need to book a hotel. I need it to be in the town center, and have a minimum star rating of 4.	area
Hello I am looking for a restaurant called J restaurant	not
I would like a cheap restaurant in the north part of town, please.	area
I'm looking for a restaurant in the north part of town that serves Welsh food.	area
Hello there. I am traveling to Cambridge and am most looking forward to trying some of your local restaurants. Can you help me find a good one?	not
I am looking for a restaurant to dine at in the centre of town. Could you recommend me any expensive places to try?	area
I'm looking for specific restaurant.	not
Can you help me find a place to eat called sala thong?	not
I would like to know if there is an Italian restaurant nearby me.	not
Hello, I'd like to get some info about a restaurant in Cambridge!	not
I am looking for a particular hotel. Its name is called city centre north b and b	not
I'd like to find a moderately priced place located in the north part of town.	area
I want to eat. I am looking for a Jamaican restaurant with a moderate price range please.	not
I am looking for a moderately priced restaurant please.	not
Hi, is there a restaurant in town called the rice boat?	not
I am looking for a moderately priced restaurant in the north part of town.	area
Can you help me find a restaurant that serves indian food in the centre?	area
Yes, I'm looking for hotels in the north area.	area
I am looking for a cheap hotel with free parking.	not
Can you help me find a restaurant in the south that doesn't cost a lot of money. In fact, I need one that's quite inexpensive.	area
Where can I find portuguese food?	not
I need to find a restaurant in the south to dine at that serves New Zealand food. Can you help?	area
I need a 4 star place to stay.	not
Can you find me a corsica restaurant?	not
I need an indian restaurant in the centre.	area
Hi, I'd like some info on where to eat in Cambridge!	not
I'm looking for a latin american restaurant in the moderate price range.	not
I'm looking for a moderately priced hotel that includes free wifi.	not
I would like a cheap restaurant in the east part of town, please.	area
Can you help me find a place to stay that includes free wifi and doesn't need to have free parking?	not
Find a budget hotel with free parking in Cambridge.	not
I would like a hotel to stay in while I visit cambridge.	not
I'm looking for a place to eat.	not
I'm just looking for a hotel called Leverton House.	not
I'm looking for the university arms hotel. Can you give me more information about it?	not
I am looking for a cheap restaurant in the west part of town. Could I get the address and phone number please?	area
i need a place to stay	not
I want an expensive restaurant and serves danish food.	not
I want to make a booking at the alexander bed and breakfast.	not
Can I get some information on the arbury lodge guesthouse?	not
Can you help me find an expensive asian oriental restaurant to dine at?	not
I need a three-star place to stay please.	not
Can you find the restaurant names Loch Fyne?	not
We want to try a local restaurant that serves Asian or oriental food.	not
I'm looking for a gastropub in the east.	area
I'm looking for a moderately priced restaurant in the north part of town	area
I want to find a restaurant in the centre part of town and serving Turkish food.	area
I want to stay at an expensive 4 star hotel.	not
What do we have to eat in the expensive european food range?	not
I want to find a cheap restaurant serving swedish food	not
I need the phone number and post code of a restaurant in the east part of town.	area
I need the address and phone number of a restaurant that serves polish.	not
I want some welsh food. Moderately priced please.	not
Hi, I am looking for a British-themed restaurant in the centre.	area
Greetings, I'm looking for a Chinese restaurant to take some clients.	not
Find me places to stay in town that include free parking and free wifi.	not
I'm looking for an expensive restaurant that serves Thai food.	not
Thank you. I just happen to be looking for a place to stay. The hotel should be located west and it doesn't need to have free parking or anything like that.	area
I am looking for an upscale restaurant with European food, please.	not
I'm needing a 4 star guest house today.	not
Give me an expensive japanese place to eat in the centre of the town please.	area
I'm looking for a place to dine that serves indian food in the centre.	area
Can you help me find a 4 star rated place to stay please?	not
Would you happen to have any expensive Creative restaurants?	not
I am looking for an expensive place to eat in the centre of town.	area
I would like to find a guesthouse in Cambridge that has free wifi.	not
Are there any expensive restaurants in the centre of town?	area
I'm looking for a guesthouse to stay at with free wifi please.	not
I am looking for a cheap restaurant in the north part of town.	area
Can you give me information on a restaurant called graffiti?	not
I'm looking for a hotel to stay in. It should have free internet and parking.	not
I'd like a restaurant with Korean food please.	not
I would like to stay at Rosa's bed and breakfast in cambridge. can you give tell me their contact information and location?	not
I need some information on a place called Pizza express.	not
I want to find a restaurant in any area and serves scottish food.	area
Any good places to eat in centre?	area
I need a place to stay in Cambridge that is a 2 star hotel with or without free parking.	not
moderately priced restaurant in the west part of town please	area
I am looking for a place to dine. The restaurant should be in the west and should serve british food	area
I'm looking for Hotels in the center area of town.	area
Hello. I'm trying to find a restaurant called Graffiti. Can you help me locate it?	not
Hello, I'd like some information on a restaurant today.	not
I want to find a chinese restaurant in the east. Do you know of any?	area
I need the address, phone number and postcode for a moderately priced restaurant serving international food.	not
I would like a moderately priced restaurant that serves mexican food	not
I need to find Local Restaurants in Cambridge where I can dine and I also need an expensive 4 Star Hotel I can stay in while in Cambridge.	not
I am looking for a hotel on the east side, and I would prefer a four star hotel	area
I'm looking for a 3-star hotel that offers free wifi	not
Hi, I'm really looking forward to coming to Cambridge. You have an Express by Holiday Inn, right?	not
Could you please help me find an expensive restaurant in the south part of town?	area
Please help me find a four star hotel.	not
I would like to find a place to stay next weekend	not
I am looking for a Chinese place in the centre.	area
I'm looking for an expensive restaurant in the city centre.	area
I am looking for a place to stay in the moderate price range. It must include free parking.	not
I would like information on the Gonville hotel.	not
Is there a cheap restaurant in the north part of town?	area
I need a hotel in the center of town with a star of 0.	area
I'm looking for unusual and expensive cuisine in the west. Do you have any suggestions?	area
i am new here. i need a place to stay with free wifi	not
What is the address for find pizza hut city centre?	not
I'm planning your trip in Cambridge.i'm looking for a place to dine in the east with chinese food	area
I'm looking for a cheap place to stay with free wifi please.	not
I need a hotel in the south	area
Can you find me a Chinese restaurant please?	not
I need a place to stay that has free wifi.	not
Can you help me find a place to stay? I am looking for a hotel with a star of 0 and it needs free wifi.	not
Can you please help me find a guesthouse that offers free parking?	not
I would like an expensive restaurant in the east part of town	area
Hello! I'm needing a place to stay in the center of town. Parking is not important to me. What do you have?	area
I'm looking for a restaurant on the North end that serves yummy Chinese food	area
I'm looking for pizza hut fen ditton.	not
I'm looking for a place to stay. Please list all hotels in the north that include free wifi.	area
Hi, I'm looking for an expensive restaurant in the south part of town.	area
Hi. Can you help me find a restaurant?	not
I would like a restaurant that serves swiss food	not
Hello, I am looking for a restaurant that serves Spanish food in the centre of town.	area
Can I ask you for a restaurant suggestion in the north today?	area
I am looking for an expensive restaurant in the centre	area
I'd like to find out if there are any 4-star rated guesthouses in Cambridge	not
I would like an expensive restaurant that serves turkish food	not
Do you know where I can find the Peking Restaurant?	not
i need a place to stay	not
I need help finding a guesthouse to stay at.	not
I'm looking for a seafood restaurant in the moderate price range.	not
I am looking for a restaurant. The restaurant should be in the centre and should be in the cheap price range	area
I Am looking for a four star guest house..	not
I am looking for a cheap restaurant in the west part of town.	area
Do you have any information on a hotel called the Acorn Guesthouse?	not
I would like a cheap restaurant that serves vietnamese food	not
I am looking for a hotel in the expensive price range.	not
I am looking for an expensive Danish place.	not
Hello! Can you tell me about the Indian restaurants you have in the center of town?	area
I am looking for a restaurant that serves Australian food and in the cheap price range.	not
Can you help me find a restaurant?	not
I would like a hotel while in cambridge. It doesn't need parking or internet.	not
I'm looking for a guest house that offers free parking.	not
I'm looking for a restaurant in the east.	area
Are there any 3-star hotels, guesthouses, or B&B's that have wifi that you don't have to pay for?	not
I need a place to stay in the cheap price range.	not
I'm looking for a restaurant called Meghna.	not
i'm looking for a place to stay that includes internet and free parking	not
I am looking for a danish restaurant in the centre of town.	area
I would like a restaurant in centre city serving spanish food.	area
I am looking for a particular restaurant	not
Find me an expensive moroccan restaurant please.	not
Can you tell me more about the peking restaurant? Thank you.	not
What have you got on the west side, in the way of places to stay offering free wifi?	area
I want turkish food.	not
Can you tell me where the restaurant Tandoori Palace is located?	not
Yes, I am looking for information for the Kirkwood House. Can you help me?	not
I need a hotel to stay at that is 3 stars. I would preferably like one that has free wifi at it, and possibly close to the local restaurants.	not
can you tell me if there is a moderately priced restaurant serving spanish food anywhere in town?	area
Yes I am looking for a local restaurant to dine that will serve expensive european food	not
I am hoping you can help me find a hotel with free wifi in the north.	area
I'm looking for an indian restaurant in the south area of town.	area
I need a 4 star hotel in the east, please.	area
Hello, I am looking for an Indonesian restaurant. Can you help me with that?	not
Can you help me find a hotel called Limehouse? Thanks.	not
I am looking for a danish restaurant	not
Can you help me find a cheap restaurant in the centre of town?	area
I need help locating a moderately priced Italian restaurant.	not
I'm looking for a restaurant named hakka	not
Please find a cheap restaurant in the east part of town.	area
I'm looking for vietnamese food. I would like the restaurant name and address.	not
I'm looking for a particular restaurant called j restaurant.	not
Hi, I'm looking for a place to eat, preferably a cheap South Indian restaurant.	not
I am looking for a place to dine. The restaurant should be in the east and should serve swiss food	area
I would like to find a 1 star hotel to stay at that includes free parking. Do you know of any?	not
Hello, I am looking for a restaurant in the centre of town that serves Brazilian food.	area
Hello! Can you give me some info on a restaurant please?	not
Greetings! I'm looking for the Worth House, I heard it's in Cambridge.	not
I would like a restaurant that serves world food. It should be a really good restaurant, and it's OK if it's expensive.	not
Hi. I'm trying to find a restaurant that serves Venetian food. I'd like to stay in the west part of town. Can you find me a phone number?	area
Find me a turkish restaurant in the centre please	area
Yes, please help me find a restaurant in the center of town.	area
I am looking for a restaurant in the center with a moderite price range.	area
Hello, I'm looking for some information about places to stay in Cambridge. I would like to know the most inexpensive price range located to the north.	area
I need a place to stay. I would like a 4 star place in the east area.	area
I want to eat gastropub food.	not
There's a place I've heard of that I'm looking for more details. Warkworth House. Do you know of it?	not
I'd like an expensive restaurant in the south part of town.	area
I'd like to find a good restaurant in the center.	area
Can you help me find a particular hotel?	not
I'm looking for a chinese food restaurant in the centre.	area
Can you help me find a restaurant that serves sri lankan food that is moderately priced?	not
I am looking for a hotel in the north part of Cambridge. Preferably a 4 star or greater. Can you recommend one?	area
Good Morning, I am planning a trip to Cambridge. Can you help me with that?	not
I am craving Turkish food in the centre. Is there a restaurant available?	area
Can you help me find a restaurant i am looking for? Its name is the Rice Boat.	not
I would like an expensive restaurant in the east part of town	area
I'm looking for a moderately priced hotel.	not
I'm looking for a 3 star hotel.	not
Hi, could you help me find out more information about Panahar restaurant in your area?	not
Please, if you can, find me a restaurant in the centre that serves Indian food	area
Please help me locate an expensive restaurant located in the centre. Thanks.	area
Yes I am looking for information on a hotel called City Center North B and B.	not
need a hotel with free wifi please	not
I want to find a guesthouse in the south area of Cambridge.	area
Hopefully you can help me with my planning. I am looking for a place to stay and have no idea what to choose.	not
Hi. Can you help me find an inexpensive restaurant on the West side of town?	area
I don't care about the price range. Just recommend me a restaurant that serves European food. I would also like to get the phone number and directions.	not
I need lodgings on the north side of town.	area
Hello, I am looking for a restaurant that serves Thai food.	not
i am looking for a restaurant. The restaurant should be in the expensive price range and should be in the west.	area
I am looking to stay at a guesthouse that has a 3 star rating.	not
I would like a cheap restaurant which serves italian food	not
I am looking for a restaurant in the centre of town serving italian food.	area
Hi, I am looking for a cheap Italian restaurant please.	not
I need to find a hotel in the west of town and have at least a 4 star rating.	area
I'm looking for a place to dine that serves Vietnamese food in the East.	area
Hello! Can you please recommend a 3-star hotel?	not
I am looking for a place to dine in the moderate price range that serves indian food.	not
I need a cheap place with a free WiFi to stay. Can you assist to find one?	not
I want expensive Korean food. I want the address and area of town.	not
I'm looking for a North African restaurant.	not
I am looking for a place to stay	not
i am lookingfor a place to stay	not
I want to find some international food in the east part of town.	area
I need to find a hotel to stay in, some place with free parking. Thank you.	not
Would you happen to know if there are any cheap restaurants with scottish cuisine?	not
Are there any casual restaurants in the south?	area
I am looking for a hotel called the alpha-milton guest house.	not
Can you find a moderately priced restaurant in the east side?	area
Where is the closest pizza joint?	not
Where is Finches Bed and Breakfast located?	not
May I have information for an italian restaurant in the east part of town?	area
Hi, I'm looking to try Eritrean food. Do you have a restaurant listing?	not
i am looking for a spanish restaurant in the moderate price range	not
Can you help me find a place to dine in Cambridge?	not
I'm looking for a cuban restaurant.	not
I am look for a place to stay that is in the moderate price range and it should include free parking.	not
I'm looking for a place to stay, can you help me out?	not
I would like a European restaurant in the west part of town, please.	area
I am looking for a restaurant in the centre in the cheap price range	area
Hi I am looking for a guesthouse that has a star rating of 0.	not
I'm looking for a cheap restaurant in the west part of town. I'd also like the restaurant's phone number.	area
I am looking for a hotel in Cambridge.	not
I am looking for a restaurant	not
I need some portuguese food! I need a restaurant in any area. Please give me a phone number.	area
I would like to find a restaurant in the centre of town that serves irish food	area
I am looking for a cheap room in a guest house.	not
i need a place to stay	not
Hello, I am looking for a moderately priced restaurant on the north side of town.	area
Hello I am looking for a hotel on the west side of town. I'm not picky about wi-fi.	area
I am looking for an expensive hotel that includes free parking.	not
Hi. I am looking for a hotel to stay in.	not
I am looking for a place to stay. The hotel should be in the north and should have a star of 4	area
I am planning my trip and would like to find a guesthouse to stay at.	not
I'm looking for a British restaurant on the west side.	area
I'd like you to tell me about great Indian restaurants in the area. It's okay if they are expensive.	not
Hello, I need a hotel that's moderately priced, please.	not
I am looking for an expensive French restaurant in town.	not
I need a place to stay in South of town.	area
Hi there! I need a 4-star accommodation with free wifi.	not
I want to find a place to eat that serves indian food in the centre of town.	area
I need a place to dine in the center that serves modern European food.	area
I am looking for a place to eat in expensive price range that serves Turkish food.	not
Sure. I am looking for a restaurant near the centre of Cambridge.	area
I need a place to stay that has free wifi. I don't need parking though. Thank you.	not
I'm hoping to find Rosa's Bed and Breakfast.	not
I need information on a restaurant called saffron brasserie please.	not
i want a reservation that has expensive price range and should be in the centre	area
Can you find a restaurant in the centre that serves chinese food?	area
I am looking for a place to stay, I'd prefer a hotel.	not
I would like to book at room at alexander bed and breakfast	not
I want to stay at a guest house, in the south.	area
I am looking for a restaurant on the eastern side of town.	area
Hi, I am looking for restaurant in the west, somewhere that serves Northern European food.	area
Hi I am looking for a place to eat that is in the moderate price range and also in the centre.	area
Is the travellers rest restaurant still open?	not
I am looking for a restaurant in the expensive price range in the centre.	area
I want to book the Archway House in Cambridge.	not
Please find me a guesthouse that offers free parking	not
Yes, I'm looking for a restaurant in the centre what serves world food.	area
I would like a moderate european place to eat.	not
I'm looking for an expensive place to get some British food.	not
A moderately priced restaurant in the east part of town, please	area
Yeah, hi. I could use some help finding something priced kind of moderately to stay at this weekend.	not
Hi, I'm looking for a restaurant that serves Carribbean food. Do you have any like that?	not
I'm looking for a place serving spanish food somewhere in town.	not
I am looking for a restaurant called curry garden.	not
I am looking for a restaurant in the expensive price range.	not
I would like a moderately priced restaurant in the north part of town.	area
I need a cheap room, free parking.	not
I'm looking for a place that has Chinese food.	not
I am looking for a particular restaurant. Its name is called cafe uno.	not
Find me a place to stay. I need a hotel in the moderate price range with a star of 4.	not
I am looking for ALexeander b&b.	not
Help me find an expensive restaurant.	not
I'm looking for an Indian restaurant in the west.	area
What are some expensive british restaurants to dine at?	not
I am looking for a polish restaurant that is in the moderate price range.	not
I am looking for a restaurant. The restaurant should be in the south and should serve french food	area
I need a four star room, free wifi too,	not
Could you help me find an expensive asian oriental restaurant?	not
Can you help me find a place to dine?	not
I am trying to locate information about four star hotels in Cambridge.	not
Hello, I am looking for a guesthouse in the west. Do you have any recommendations?	area
I would like an expensive Romanian restaurant, please.	not
I'm looking for a hotel to stay at. I want it to be at least 2 stars and in the center of town.	area
I'm looking for a 4-star place to stay, it doesn't need to include internet.	not
I would like a restaurant that serves irish food	not
I'm looking for a place to dine in the centre that serves international food.	area
I'm in the city centre right now, and I'm really craving some Indian food. Can you help me find a place?	area
Hello, I am looking for a restaurant on the south side of town that serves christmas food.	area
Could you recommend an expensive restaurant that serves Mediterranean food?	not
I am looking for a restaurant in the city's center that is in th cheap price range.	area
Hi, I am looking for a restaurant called nandos city centre.	not
I need a place to stay with 4 stars.	not
Hello. I'm looking for a restaurant that serves good Chinese food, preferable in the city centre. Can you help me locate one?	area
Need a place to eat, modern euro food at the centre.	area
I am looking for a restaurant that is in the cheap price range and in the east part of town.	area
I'm visiting the north side of Cambridge, can you help me find a hotel there?	area
Please suggest me a venetian restaurant in the moderate price range .	not
I want some information on the university arms hotel please	not
Caribbean food in the east part of town. If no such place, Indian.	area
I am looking for a cheap place to stay that has free wifi.	not
I am looking for an expensive restaurant in the east part of town.	area
I'm looking for a hotel called warkworth house	not
Can you help me find a nice 4 star hotel?	not
Hi, I'm looking for a hotel in town with free parking and free wifi.	not
I'm looking for a place to eat tonight.	not
Hi, I am traveling to Cambridge and am so excited to try some of your local restaurants. Can you help me choose one?	not
Can you recommend a good restaurant in the north part of town that serves Australasian food?	area
I am looking for a place that serves African food. I don't care about the price range.	not
i want a place to stay	not
I'm looking for a place to stay. A 0-star hotel is fine with me as long as it fits my moderate budget	not
I'm trying to find an Irish restaurant that can provide me with some unique fine dining. I expect this to be expensive, can you give me some options?	not
Hello! I'm looking for a cheap restaurant that serves modern global food.	not
I'm looking for some places that serve crossover food.	not
I am looking for information on the Warkworth House.	not
I would like to dine at a cheap restaurant on the west side of town. What are my choices?	area
I am wanting an expensive restaurant that offers African food. What is their number?	not
I need a hotel, parking doesn't matter to me though.	not
I"m looking for a hotel in the east.	area
I was told about a great place to eat called the copper kettle.	not
I'm trying to plan a trip there. I need to find a cheap restaurant.	not
I'm looking for a place to eat, maybe Austrian food.	not
i am looking for a place to dine. The restaurant should be in the moderate price range and should serve international food.	not
I am looking for Basque food, in the Centre of town.	area
Hi, I'm looking for a restaurant that serves expensive new zealand food and is in the center area.	area
Is there a cheap swedish restaurant in town?	not
I am planning a trip and would love some suggestions on a place to stay when I arrive in Cambridge.	not
Hello, I am looking for a venetian restaurant in the centre of town.	area
I'm looking for a restaurant called Loch Fyne. Can you tell me a bit about it?	not
i want an expensive restaurant in the south part of town.	area
I am looking for a place to stay with free wifi.	not
i need a hotel in the north	area
Yes, I am looking for a place to stay. I would prefer to stay in the North at a 3 Star location.	area
Can you help me find and expensive Thai restaurant?	not
I'm looking to find a place to stay in Cambridge, if you could help me?	not
I'm looking for a place to stay in cambridge, free parking and wifi should be included	not
Hello, can you help with my planning? I am looking for a place to stay.	not
I want a hotel that doesn't include internet, but it needs to be a place to stay in the east.	area
I need a hotel and I need free wifi and parking.	not
I am looking for a restaurant called Cocum.	not
What's the address of Leverton House?	not
I am looking for a restaurant that is in the south part of town and in the cheap price range.	area
Can you help me out with some information on a specific hotel?	not
Hello, I am looking for an expensive restaurant that serves european food.	not
Can you help me find a cheap guesthouse that I can stay at?	not
I am visiting in the northern area of town. I need to find me a place to stay for the night. Can you help?	area
I'm looking for a cheap restaurant. Can you help me?	not
Hi, I am looking for an expensive restaurant in the south.	area
I would like to find a restaurant in the east part of town that serves gastropub food.	area
I am looking for an expensive restaurant that is in the east part of town.	area
Hey! I'm coming into town and I need a guesthouse style of lodging on the south of town.	area
I'm looking for some information on a restaurant called the varsity restaurant.	not
I want to find an expensive restaurant in the south part of town. What is the address?	area
What do you have in the way of guesthouses in the north?	area
Hello, I can't wait to try some local restaurants when I travel there next week. I could use some help with places to go in town though.	not
Can you tell me some info on the Avalon hotel?	not
I need a Hotel to stay in Cambridge that has free parking but may not have free wifi.	not
I need to find a cheap place to eat in Cambridge.	not
I'm looking for a place to stay, can you help me out?	not
I'm looking for a cheap restaurant in the north part of town.	area
I'm looking for a place to stay with free wifi.	not
I am looking for a place to eat in Cambridge thats is indian with moderate pricing	not
I am looking for a place to stay in Cambridge that is expensive and includes free parking.	not
I'm looking for a place to stay in the north.	area
I need a place to stay in the north of town.	area
I'm looking for a place to stay in the east.	area
I am looking for an expensive restaurant in the centre	area
I am looking for information on the hamilton lodge hotel.	not
Are there any expensive places to eat in the east?	area
Please help me find a restaurant that serves british food near the centre of town.	area
So, I need a guesthouse with free parking.	not
I would like to find an expensive Indian restaurant in Cambridge.	not
I need to find a modern european restaurant in the south please.	area
Hi, I need a guest house to stay in, please.	not
I am looking for a 0 star hotel to stay at somewhere in the north area.	area
Got any fish and chip shops on the westside?	not
I am looking for the address and phone number for the Backstreet Bistro please.	not
I need help finding a hotel that has free wifi and parking, can you help?	not
I am looking for a place to stay with free parking.	not
I'm looking for a place to stay in the north part of town.	area
Is there an inexpensive restaurant which serves Scandinavian food?	not
I'm looking for an inexpensive restaurant in the west section of Cambridge.	area
I am looking for a guesthouse to stay in over the weekend. I don't need internet or free parking.	not
I'm on a tight budget so I need to find a cheap restaurant that serves chinese food	not
I need to get some information on a restaurant named eraina	not
I need a room, in the south, free wifi.	area
I am looking for a moderately priced hotel to stay at in the area, no guesthouses please.	not
Hi! I'd like to find an expensive Indian restaurant to dine at.	not
I'm wanting Indian food, is there a restaurant that serves that near the centre of town?	area
Can you tell me about the Carolina B&B?	not
Hi, i am looking for a indian restaurant on the west side of town.	area
I would like to find a European in the moderate price range.	not
Need a place to eat with moderate prices, but needs to have russian food.	not
Yes I am looking for a moderately priced restaurant in the center of town.	area
Hello there. Any suggestions on a good seafood restaurant located in the centre of town?	area
I want to find a place to stay in the north that doesn't need to have free internet.	area
Yes I need to find a hotel in the north that has a star rating of 4.	area
I am looking for a cheap restaurant in the west part of the city please.	area
I need information to find the huntingdon marriott hotel.	not
I have a particular restaurant that I need to find please.	not
I'm looking for a moderately priced polish food restaurant.	not
Hello, I would love to try a few local restaurants and am looking for a hotel with free parking and 0 stars.	not
I need some cheap Caribbean eats somewhere.	not
I want to try some local restaurants. What are your recommendations?	not
I am looking for a restaurant in the centre that serves modern European food.	area
Hello, I'm looking for a hotel to stay that is in the moderate price range with free wifi.	not
I'd like some information on a restaurant called Kymmoy, please.	not
What are my options for pricier hotels that include wifi free?	not
I'm looking for a guesthouse that has free parking.	not
i'm looking for university arms hotel	not
Hey any ideals for a cheap chines restaurant ?	not
I want to visit an expensive restaurant in the south part of town. I need the address, phone number, and type of food.	area
I'm looking for some info on a hotel called the cambrdige belfry.	not
Hi! I am attempting to find a restaurant in Cambridge called Traveller's Rest. Do you know of it?	not
Can you help me find an expensive restaurant in the north that serves African?	area
I need a guesthouse with a moderate price.	not
I'm looking for a restaurant that serves belgian food	not
Yes can you tell me something about the Cow Pizza Kitchen and Bar?	not
